id,words
834,"['after', 'the', 'atst', 'i', 'received', 'the', 'order', 'to', 'kill', 'them', ':', 'They', 'did', ""n't"", 'know', 'i', 'was', 'a', 'phantom', 'scythe', 'member', 'at', 'the', 'time', '.', 'And']"
835,"[""'ve"", 'been', 'a', 'mercenary', 'for', 'the', 'phantom', 'scythe', 'for', 'a', 'decade', '.', 'I']"
836,"['purple', 'hyacinth', 'already', 'gives', 'you', 'vallable', 'insight', 'into', 'the', 'phantom', 'scythe', '.', 'but']"
837,"['no', 'one', 'leaves', 'the', 'phantom', 'scythe', 'alive', '.', 'I']"
838,"['last', 'thing', 'On', 'the', 'day', 'of', 'the', 'explosion', 'I', 'know', 'a', 'third', 'phantom', 'scythe', 'member', 'was', 'with', 'you', 'in', 'the', 'car', ',', 'robin', 'delaney', '.', 'And']"
839,"['know', 'that', 'you', 'are', 'exceptionally', 'talented', ',', 'but', 'you', 'are', 'too', 'personally', 'involved', 'for', 'me', 'to', 'allow', 'you', 'to', 'investigate', 'the', 'sigh', ':', 'phantom', 'scythe', 'again', 'your', 'thinking', 'and', 'actions', 'would', 'be', 'biased', '.', 'perhaps']"
840,"['outburst', 'with', 'sake', 'earned', 'me', 'restraining', 'order', 'and', 'my', 'accusations', 'were', ""n't"", 'taken', 'into', 'consideration', 'becalse', 'his', 'alibis', 'checked', 'out', 'the', 'phantom', 'scythe', ""'s"", 'speciality', 'is', 'rocksolid', 'alibis']"
841,"['i', 'still', 'was', ""n't"", 'ready', 'to', 'give', 'it', 'up', 'so', 'one', 'night', 'i', 'followed', 'him', 'hoping', 'to', 'catch', 'him', 'red', 'handed', 'on', 'phantom', 'scythe', 'business', 'i']"
842,"[""'s"", 'been', 'a', 'phantom', 'scythe', 'assassin', 'using', 'this', 'same', 'm.o', 'for', 'years', '.', 'almost']"
843,"['no', 'connection', 'to', 'the', 'phantom', 'scythe', '!']"
844,"['the', 'number', 'of', 'enemies', 'you', ""'ve"", 'racked', 'up', 'in', 'the', 'phantom', 'scythe', 'letting', 'your', 'glard', 'down', 'could', 'get', 'costly', 'very', 'quickly', '.', 'not']"
845,"['only', 'in', 'the', 'phantom', 'scythe', ',', 'now', '.', 'At']"
846,"['like', 'the', 'allendale', 'train', 'station', 'tragedy', 'nobody', 'could', ""'ve"", 'known', 'they', 'would', 'strike', 'there', 'i', ',', 'for', 'one', 'was', 'shocked', 'crmka', 'he', ""'s"", 'part', 'of', 'the', 'phantom', 'scythei', 'A']"
847,"['him', 'with', 'sake', ',', 'i', 'knew', 'it', 'meant', 'he', 'had', 'to', 'be', 'involved', 'with', 'the', 'phantom', 'scythe', '.', 'My']"
848,"['tale', 'is', 'known', 'within', 'the', 'phantom', 'scythe', '.', 'They']"
849,"['like', 'this', 'As', 'cops', ',', 'we', ""'re"", 'battling', 'the', 'phantom', 'scythe', 'But']"
850,"['the', 'phantom', 'scythe', 'was', 'created', 'by', 'the', 'system', 'we', 'uphold', '.', 'An']"
851,"[""'d"", 'have', 'to', 'die', 'so', 'soon', ':', 'murdered', 'by', 'none', 'other', 'than', 'their', 'driver', ',', 'another', 'phantom', 'sycthe', 'member', '.', 'does']"
852,"['can', 'count', 'on', 'your', 'fingers', 'the', 'number', 'of', 'active', 'phantom', 'scythe', 'members', 'they', ""'ve"", 'neutralized', '!']"
853,"[',', 'this', 'time', ',', 'the', 'phantom', 'scythe', 'has', 'had', 'an', 'entire', 'decade', 'to', 'grow', 'in', 'power', '.', 'it']"
854,"['I', 'believe', 'we', ""'re"", 'dealing', 'with', 'a', 'hitman', 'from', 'the', 'phantom', 'scythe', '.', 'we']"
855,"['unremarkable', 'background', 'and', 'never', 'suspected', 'to', 'be', 'part', 'of', 'the', 'phantom', 'scythe', '.', 'She']"
856,"['you', ':', 'how', 'are', 'yolr', 'phantom', 'scythe', 'files', 'coming', 'along', '?']"
857,"['i', 'even', 'knew', 'what', 'the', 'phantom', 'scythe', 'was', 'they', 'already', 'knew', 'everything', 'on', 'me', '.', 'And']"
858,"['you', ""'ve"", 'worked', 'all', 'these', 'years', 'for', 'the', 'phantom', 'scythe', 'becalse', 'of', 'that', '?']"
859,"['is', 'one', 'thing', 'you', 'have', 'to', 'understand', 'about', 'the', 'phantom', 'scythe', '.', 'when']"
860,"['was', 'right', 'to', 'order', 'police', 'presence', 'With', 'phantom', 'scythe', 'members', 'among', 'the', 'guests', 'and', 'circus', 'crew', 'is', 'the', 'entire', 'circus', 'pantheon', 'involved', '?']"
861,"['the', 'snapdragon', 'were', 'doing', 'things', 'anonymously', ',', 'even', 'back', 'then', ':', 'i', ""'ve"", 'searched', 'everywhere', 'looked', 'through', 'all', 'of', 'my', 'parents', ""'"", 'things', 'for', 'any', 'sign', 'of', 'their', 'phantom', 'scythe', 'involvement', '.', '73']"
862,"['one', 'even', 'knew', 'what', 'the', 'phantom', 'scythe', 'was', 'before', 'the', 'explosion', '.', 'Still']"
863,"['does', ""n't"", 'justify', 'the', 'phantom', 'scythe', ""'s"", 'crimes', '.', 'but']"
864,"['let', ""'s"", 'see', 'if', 'the', 'phantom', 'sycthe', 'is', 'more', 'organized', 'than', 'the', 'apd', '.', 'I']"
865,"['phantom', 'scythe', ""'s"", 'always', 'ahead', 'of', 'the', 'police', 'you', 'guys', 'really', 'need', 'to', 'step', 'up', 'your', 'game', 'ahkaar', 'dptg', 'and']"
866,"['scythe', 'assassin', ',', 'no', 'doubt', '.', 'why']"
867,"['histery', ':', 's', 'day', 'blood', ':', 'curdheg', ""''"", 'antoni', 'terrorist', 'explosion', ',', 'scythe', ';', 'took', 'ofhis', 'majesty', 'king', 'e', 'citizens', '.', 'king']"
868,"['scythe', 'good', 'evening', ',', 'messenger', 'what', 'was', 'so', 'urgent', 'it', 'could', ""n't"", 'wait', 'three', 'days', '?']"
869,"['happened', 'to', 'you', ',', 'william', '?']"
870,"['department', 'offers', 'counseling', 'and', 'Vgghh', 'william', ';', 'are', 'you', 'deaf', '?']"
871,['william']
872,"['are', 'too', 'kind', 'mr', '.', 'william', '?']"
873,"['mr', 'william', ',', 'you', 'should', ""n't"", 'have', ',', 'thank', 'you', 'so', 'much', '.', 'il']"
874,"['could', ""n't"", 'say', 'it', 'around', 'the', 'precinct', '.', 'William']"
875,"[',', 'william', ',', 'finally', 'I', 've', 'been', 'waiting', 'for', 'you', '.', 'Son']"
876,"['you', ',', 'william', 'make', 'sure', 'she', 'gets', 'home', 'safe', '!']"
877,"['do', ""n't"", 'want', 'to', 'let', 'her', 'go', 'I', 'know', ',', 'william', ':', 'you', ""'ve"", 'always', 'been', 'your', 'mother', ""'s"", 'son', '.', 'But']"
878,"[',', 'william', ':', 'i', 'just', 'wish', 'i', 'were', 'able', 'to', 'attend', 'your', 'wedding', '.', 'To']"
879,"['know', 'you', 'recognized', 'mei', 'scok', 'You', '.', 'William']"
880,"['m', 'sorry', ',', 'william', '.', 'you']"
881,"[""'ll"", 'go', 'through', 'the', 'itinerary', 'for', 'this', 'morn', 'Excuse', 'me', 'william', ':', 'i', ""'ll"", 'be', 'back', 'in', 'a', 'few', 'minutes', '!']"
882,"['there', 'are', 'better', 'ways', ',', 'williami', 'we', 'need', 'to', 'end', 'her', 'or', 'well', 'all', 'die', 'not', 'those', 'two', 'hopeless', 'souls', 'it', ""'s"", 'about', 'time', 'we', 'talked', 'about', 'our', 'sweet', 'miss', 'desroses', '.', 'I']"
883,"['william', ""'"", 'come', 'in', ',', 'come', 'in', '!']"
884,"[""'s"", 'a', 'pleasure', 'to', 'see', 'you', 'again', ':', 'i', ""'m"", 'glad', 'you', 'could', 'make', 'it', 'too', ';', 'william', '.', 'and']"
885,"['with', 'me', ',', 'william', ':', 'there', 'are', 'a', 'few', 'people', 'i', 'want', 'you', 'to', 'meet', '.', 'I']"
886,"['are', 'as', 'ravishing', 'as', 'always', ',', 'lady', 'darcy', 'please', ',', 'let', 'me', 'take', 'care', 'of', 'your', 'coat', 'and', 'you', ""'re"", 'still', 'as', 'gentlemanly', 'as', 'ever', ',', 'william', ':', 'You', 'know', ',', 'i', 'was', 'relieved', 'to', 'hear', 'from', 'my', 'father', 'of', 'your', 'serious', 'interest', 'in', 'other', 'meetings', '.', 'chqle']"
887,"[""'d"", 'love', 'to', 'go', 'horseback', 'riding', 'with', 'you', 'someday', ',', 'william', '.', 'That']"
888,['William']
889,"['sorry', ',', 'uhere', 'the', 'train', 'am', 'about', 'william', ':', 'Do', ""n't"", 'even', 'knuvy', 'wish', 'could', 'take', 'you', 'to', 'take', 'will', 'take', 'me', 'wish', 'you', 'one', 'with', 'me', ',', 'but', 'it', 'is', 'me', ':', ""'"", 'find', 'itun', 'you', 'heart', 'to', 'forgive', 'day', 'i', ""'ve"", 'understood', 'him', 'becalse', 'growing', 'up', 'i']"
890,"[""'s"", 'not', 'like', 'the', 'quality', 'of', 'your', 'work', 'will', 'miraculously', 'improve', 'if', 'you', 'drool', 'on', 'it', 'c', ""'m"", 'on', ';', 'g', 'home', 'you', ""'re"", 'going', 'to', 'give', 'lila', 'a', 'heart', 'attack', 'if', 'you', 'sleep', 'here', 'it', ""'s"", 'my', 'duty', 'as', 'sergeant', 'to', 'prevent', 'that', 'you', 'know', '?']"
891,"['secretary', 'lila', 'desroses', 'administrative', 'unit', '1lth', 'precinct', 'ardhalis', 'police', 'department', 'tix', ')', 'i', '`', '|', 'Hmph', 'officer', 'lukas', '``', 'grumpy', 'cat', '``', 'randall', 'patrol', 'unit', 'ilth', 'precinct', 'ardhalis', 'police', 'department', 'i', 'swear', 'to', 'god', ',', 'if', 'i', 'have', 'to', 'greet', 'another', 'human', 'being', 'this', 'morning', '.', 'Somebody']"
892,"['trust', 'him', 'he', ""'s"", 'an', 'assassin', 'and', 'i', 'sholld', 'remind', 'myself', 'not', 'to', 'forget', 'that', 'Uhgh', 'Purple', 'hyacinth', 'Episode', '60', 'Ms.', 'desroses', 'i', 'brought', 'some', 'coffee', 'oh']"
893,"['Excuse', 'me', ',', 'ms', '.', 'desroses', '.', 'could']"
894,['lizbeth']
895,"['may', 'wear', 'the', 'crown', ',', 'but', 'the', 'reins', 'are', 'in', 'lizbeth', ""'s"", 'hands', '.', 'am']"
896,"['thank', 'you', ',', 'lucy', 'i', 'think', 'il', 'go', 'catch', 'up', 'on', 'some', 'paperwork', 'you', 'should', 'sleep', 'soon', '!']"
897,"[',', 'you', 'know', ',', 'when', 'lucy', 'told', 'me', 'she', ""'d"", 'make', 'pancakes', 'this', 'morning', 'i', 'could', ""n't"", 'resist', '!']"
898,"['You', 'may', 'have', 'mine', 'if', 'you', 'need', 'one', ',', 'lukas', '.', 'Nj']"
899,"['what', 'did', 'you', 'say', 'lukas', '?']"
900,"['is', 'the', 'night', 'i', ""'m"", 'going', 'to', 'beat', 'lukas', 'at', 'his', 'blackmailing', 'gameii', '!']"
901,"['is', 'not', 'what', 'you', 'think', ',', 'randalli', '!']"
902,"[""'s"", 'really', 'nice', 'of', 'you', 'my', 'pleasure', 'Coffee', ',', 'officer', 'randall', '?']"
903,"['(', 'ets', 'iur', 'Randall', '.', 'Covgt']"
904,"['Tu', 'phon', 'clau', 'Hi', ',', 'randall', '.', 'squeze']"
905,"['went', 'straight', 'to', 'maria', ""'s"", 'after', 'to', 'hide', 'the', 'murder', 'weapon', '.', 'Correct']"
906,"[""'ve"", 'knocked', 'maria', 'out', 'before', 'she', 'even', 'noticed', 'the', 'change', 'in', 'her', 'stew', ""'s"", 'seasoning', 'I', 'was', ""n't"", 'able', 'to', 'submit', 'it', 'as', 'evidence', 'last', 'year', 'but', 'if', 'sake', 'really', 'has', 'a', 'record', 'maybe', 'we', 'can', 'find', 'other', 'cases', 'where', 'he', 'used', 'the', 'same', 'm.o', '.', 'and', 'try', 'to', 'establish', 'a', 'correlation', '.', 'it']"
907,"['swear', 'i', 'm', 'innocent', 'I', ""'ve"", 'lost', 'my', 'authority', 'to', 'change', 'anything', 'I', ""'m"", 'sorry', ',', 'maria', '.', 'Why']"
908,"['re', 'the', 'only', 'one', 'who', 'can', 'help', 'me', 'Please', 'help', 'Maria', ':', 'I', 'will', 'do', 'my', 'best', '.', 'Bag']"
909,"[""'s"", 'one', 'woman', ""'s"", 'word', 'against', 'the', 'evidence', '.', 'Maria']"
910,"['our', 'leads', 'and', 'the', 'witness', ""'s"", 'testimony', 'The', 'investigation', 'unit', 'was', 'able', 'to', 'gather', 'enough', 'evidence', 'to', 'prove', 'maria', ""'s"", 'innocence', '.', 'Seeing']"
911,"['must', 'have', 'sent', 'his', 'personal', 'messenger', ',', 'right', '?']"
912,"['flip', 'He', 'must', 'have', 'sent', 'his', 'personal', 'messenger', ',', 'right', '?']"
913,"['bet', 'is', 'that', 'he', 'has', 'some', 'sort', 'of', 'meeting', 'with', 'another', 'member', 'of', 'the', 'operation', 'there', ':', 'perhaps', 'even', 'the', 'apostle', ""'s"", 'messenger', ',', 'if', 'we', ""'re"", 'lucky', 'So']"
914,"['messenger', 'will', 'be', 'waiting', 'for', '4s', 'at', 'the', 'carmine', 'camelia', 'this', 'friday', '.', 'i']"
915,"['you', 'want', 'to', 'have', 'that', 'conversation', 'in', 'front', 'of', 'the', 'messenger', '?']"
916,"['hope', 'you', 'enjoy', 'your', 'meal', 'mhvt', '#', 'sshhp', '#', 'wait', 'for', 'the', 'messenger', '.', 'let']"
917,"[',', 'wait', 'for', 'the', 'messenger', '.', 'cusu']"
918,"['And', 'here', 'comes', 'our', 'beloved', 'messenger', 'thank', 'you', 'all', 'for', 'coming', 'tonight', 'i', 'have', 'an', 'important', 'message', 'from', 'the', 'apostle', 'the', 'apostle', 'is', 'extremely', 'disappointed', 'by', 'the', 'recent', 'turn', 'of', 'events', 'For', 'now', 'you', 'have', 'been', 'granted', 'mercy', ',', 'but', 'he', 'will', 'be', 'not', 'be', 'as', 'forgiving', 'of', 'future', 'failures', '.', 'If']"
919,"['k', '7np', 'Wait', 'the', 'messenger', 'is', 'not', 'with', 'them', ':', ')', 'Did']"
920,"['Ilost', 'the', 'messenger', '.', 'we']"
921,"[""'s"", 'the', 'same', 'one', 'i', 'saw', 'on', 'the', 'messenger', ""'s"", 'wrist', 'at', 'carmine', '!']"
922,"['those', 'files', ',', 'they', ""'re"", 'the', 'last', 'ones', 'the', 'messenger', 'wanted', '.', 'all']"
923,"['like', 'the', 'messenger', 'Glp']"
924,"['messenger', 'is', 'already', 'on', 'it', '.', 'w']"
925,"['auk', 'Bella', 's', '(', 'lose', 'You', 'make', 'me', 'come', 'all', 'the', 'way', 'here', 'instead', 'of', 'just', 'sending', 'your', 'messenger', 'and', 'you', 'expect', 'me', 'to', 'be', 'on', 'time', '?']"
926,"['Here', 'are', 'the', 'reports', 'from', 'my', 'mst', 'recent', 'contracts', 'give', 'them', 'to', 'the', 'fourth', ',', 'i', ""'m"", 'not', 'going', 'through', 'the', 'hassle', 'of', 'reaching', 'out', 'to', 'his', 'damned', 'messenger', 'must', 'say', ',', 'congratulations', '!']"
927,"['good', 'old', 'messenger', 'let', 'me', 'know', 'she', 'visited', 'you', 'yesterday', '.', 'You']"
928,"['messenger', 'led', 'me', 'into', 'a', 'trap', '.', 'he']"
929,"[',', 'thank', 'you', ',', 'mr', '.', 'evans', ',', 'but', 'i', 'highly', 'doubt', 'it', '.', 'wiak']"
930,"['yes', ',', 'i', 'understand', 'it', ""'s"", 'the', 'same', 'for', 'me', ';', 'my', 'parents', 'own', 'the', 'evans', 'company', ',', 'and', 'i', ""'m"", 'supposed', 'to', 'take', 'up', 'the', 'business', 'after', 'them', ':', 'so', 'i', ""'ve"", 'been', 'working', 'hard', 'to', 'not', 'disappoint', 'them', ':', 'but', 'all', 'they', 'ever', 'care', 'about', 'is', 'how', 'i', ""'m"", 'twenty', 'eight', 'and', 'still', 'not', 'married', '!']"
931,"['excuse', 'me', ',', 'mr', '.', 'evans', ',', 'i', 'must', 'go', 'help', 'heri', 'it', 'was', 'nice', 'meeting', 'you', 'you', 'ca', 'nt', 'just', 'run', 'off', 'like', 'that', '!']"
932,"['a', 'lovely', 'evening', ',', 'mr', '.', 'evans', '!']"
933,"['that', ""'s"", 'Mr', 'evans', '?']"
934,"['is', 'that', 'you', 'mr', '.', 'evans', '!']"
935,"['a', 'stupid', 'question', 'to', 'ask', ',', 'officer', 'i', 'thought', 'the', 'police', 'already', 'knew', 'that', 'much', 'Let', ""'s"", 'get', 'started', 'on', 'this', 'file', 'on', 'ned', 'colden', '.', 'we']"
936,"['you', ',', 'mr', 'colden', ',', 'your', 'help', 'is', 'much', 'appreciated', '.', 'Seems']"
937,"['Clid', '<', 'fhf', 'Reak', 'Colden', 'was', 'talking', 'about', 'the', 'lonely', 'travelers', '.', 'do']"
938,['Colden']
939,"[""'ve"", 'been', 'eagerly', 'waiting', 'for', 'you', ':', 'Lady', 'neyra', 'elena', 'darcy', 'Let', ""'s"", 'make', 'it', 'spicy', ':', 'rreaders', '``', 'tears', 'co', 'creator', 'co', 'creator', '/', 'artist']"
940,['neyra']
941,"['Sp', 'N', 'neyra', '?']"
942,['Neyra']
943,"['elena', 'darcy', 'right', '?']"
944,"['have', ',', 'yes', ',', 'but', 'i', 'believe', 'these', 'things', 'should', ""n't"", 'be', 'rushed', 'Hahahai', 'meeting', 'new', 'people', 'is', 'hardly', 'rushing', 'you', 'should', 'really', 'consider', 'the', 'darcy', ""'s"", 'girl', '.', 'She']"
945,"['darcy', ""'s"", 'girl', '.', 'she']"
946,"[""'ve"", 'heard', 'you', 'are', 'an', 'outstanding', 'rider', ',', 'lady', 'darcy', '.', 'there']"
947,"['oliver', 'march', 'investigation', 'unit', '11th', 'precinct', 'ardhalis', 'police', 'department', 'detective', 'march', '!']"
948,"['it', ""'s"", 'your', 'time', 'to', 'waste', ':', 'march', ',', 'you', ""'re"", 'in', 'charge', 'of', 'this', '.', 'gather']"
949,"[',', 'siri', 'And', 'march', 'that', 'envelope', 'did', ""n't"", 'just', 'fly', 'onto', 'the', 'mail', 'trolley', '.', 'someone']"
950,"[',', 'he', 'was', 'found', 'tied', 'to', 'a', 'chair', 'in', 'his', 'office', 'seems', 'like', 'lune', 'paid', 'him', 'a', 'little', 'visit', 'before', 'us', 'detective', 'march', 'said', 'he', ""'d"", 'never', 'seen', 'him', 'so', 'scared', 'before', 'I', 'do', ""n't"", 'know', 'what', 'lune', 'did', 'to', 'him', ',', 'but', 'the', 'show', 'must', 'have', 'been', 'delicious', '.', 'um']"
951,"['march', 'is', 'with', 'him', 'right', 'now', '.', 'the']"
952,"['march', 'thinks', 'we', 'can', 'replicate', 'it', 'in', 'time', 'for', 'the', 'trial', ',', 'and', 'present', 'that', 'file', '.', 'he']"
953,"['march', 'is', 'supposed', 'to', 'join', 'us', 'with', 'more', 'backup', 'soon', '.', 'Clauk']"
954,"['doubt', 'this', 'is', 'the', 'last', 'time', 'we', ""'ll"", 'hear', 'from', 'them', ':', 'il', 'stay', 'behind', 'for', 'a', 'little', 'longer', 'to', 'finish', 'my', 'report', 'see', 'you', 'tomorrow', 'detective', 'march', '!']"
955,"['i', 'need', 'you', 'to', 'go', 'the', 'interrogation', 'room', 'and', 'give', 'your', 'report', 'to', 'march', 'on', 'what', 'happened', 'this', 'morning', 'ca', ""n't"", 'it', 'wait', '?']"
956,"['service', 'since', ':', 'march', '23rd', ',', 'xx26', 'number', 'of', 'reports', ':', '34', '.', 'execution', 'day', ':', 'december', '2oth', ',', 'xx', 'He']"
957,"['doubt', 'they', ""'d"", 'let', 'their', 'guard', 'down', 'around', 'any', 'detective', ',', 'especially', 'march', '.', 'But']"
958,"['you', 'have', 'eyes', 'on', 'matters', 'march', 'might', 'not', '.', 'You']"
959,"[',', 'yes', 'the', 'lune', 'incident', 'your', 'detectives', 'already', 'combed', 'the', 'clover', 'for', 'evidence', 'Yes', ',', 'you', 'told', 'detective', 'march', 'that', 'many', 'customers', 'left', 'their', 'personal', 'affects', 'behind', 'that', 'night', ',', 'right', '?']"
960,"['I', 'need', 'to', 'have', 'a', 'quick', 'word', 'with', 'you', 'before', 'you', 'go', 'on', 'patrol', ':', 'What', ""'s"", 'up', 'detective', 'march', '?']"
961,"['march', 'and', 'your', 'two', 'best', 'friends', 'are', 'leading', 'it', '.', 'Your']"
962,"[""'s"", 'march', '.', 'sorry']"
963,"[""'s"", 'crazy', 'how', 'time', 'does', ""n't"", 'change', 'anything', '.', 'march']"
964,"['march', 'And']"
965,['march']
966,"[',', 'detective', 'march', '.', 'what']"
967,"['march', ';', 'the', 'radio', 'is', 'on', 'the', 'fritz', 'with', 'this', 'storm', ';', 'il', 'need', 'to', 'pop', 'up', 'to', 'the', 'roof', 'to', 'check', 'the', 'equipment', 'no', 'problem', 'be', 'careful', 'larry', '.', 'if']"
968,"['is', 'detective', 'march', '.', 'i']"
969,"['not', 'forget', 'to', 'buy', 'your', 'tickets', 'from', 'orpheus', 'and', 'elrydice', '!']"
970,"[""'s"", 'only', 'a', 'matter', 'of', 'time', 'before', 'they', 'att', 'ack', 'the', 'royal', 'family', 'and', 'destroy', 'everything', 'king', 'philip', 'built', '!']"
971,"['then', 'went', 'straight', 'the', 'prisoners', 'for', 'Sigk', 'guards', 'leave', 'us', 'the', 'people', 'are', 'afraid', 'philip', '.', 'They']"
972,"['will', 'prevent', 'it', ',', 'philip', 'I', 'swore', 'it', 'to', 'you', 'on', 'my', 'life', '.', 'things']"
973,"['majesty', 'the', 'king', 'philip', 'wishes', 'to', 'share', 'some', 'words', 'on', 'this', 'dark', 'day', '.', 'Rubl']"
974,"['ca', ""n't"", 'compare', 'philip', ""'s"", 'rule', 'to', 'his', 'father', ""'s"", '.', 'things']"
975,"['may', 'try', 'to', 'infllence', 'philip', 'but', 'the', 'council', 'has', 'not', 'forgotten', 'your', 'old', 'schemes', '.', 'llak']"
976,"['barely', 'concede', 'to', 'anything', 'and', 'side', 'with', 'the', 'queen', 'almost', 'inevitably', '.', 'philip']"
977,"['of', 'course', ',', 'he', 'never', 'supported', 'criticism', 'very', 'well', '.', 'philip']"
978,"['Is', 'that', 'you', '.', 'Rafael']"
979,"['by', 'little', 'you', ""'re"", 'always', 'so', 'considerate', ',', 'rafael', '.', 'are']"
980,"['see', 'you', 'happy', 'before', 'i', 'go', 'Is', 'that', 'you', '.', 'Rafael']"
981,"['shiff', 'Rafael', '?']"
982,"['Zd', 'T0', 'Is', 'that', 'you', 'Rafael', '?']"
983,"['hyacinth', 'Episode', '75', 'rafael', '?']"
984,"['o', 'Muw', '/', '.', 'up', '8p', 'Rafaeli', 'how', 'many', 'times', 'are', 'you', 'going', 'to', 'run', 'away', '?']"
985,"['still', 'wants', 'to', 'see', 'rafael', '.', 'even']"
986,"['saw', 'rafael', 'What', '?']"
987,"['a', 'single', 'call', ',', 'not', 'a', 'single', 'letter', '.', 'Rafael']"
988,"['victim', 'was', 'named', 'robert', 'de', 'la', 'rocca', ',', 'Forty', 'years', 'old', ',', 'male', '.', 'he']"
989,"[';', 'cu1', 'jel', 'hyacintaus', 'aphalis', 'cefvus', '``', ""'"", 'avenustat', 'Good', 'assumption', ',', 'but', 'forensics', 'found', 'more', 'rocca', 'appears', 'to', 'have', 'fought', 'back', 'before', 'the', 'assassin', 'killed', 'him', 'the', 'gunshot', 'you', 'all', 'heard', 'was', 'from', 'de', 'la', 'rocca', ""'s"", 'weapon', 'that', 'makes', 'sense', 'as', 'near', 'as', 'i', 'could', 'tell', ';', 'the', 'assassin', 'was', 'only', 'carrying', 'a', 'sword', 'he', 'probably', 'got', 'into', 'the', 'mansion', 'through', 'window', 'and', 'waited', 'for', 'his', 'target', 'to', 'fall', 'into', 'his', 'trap', 'he', 'mus', ""n't"", 'have', 'expected', 'that', 'the', 'man', 'would', 'be', 'carrying', 'a', 'gun', 'De', 'la', 'rocca', 'must', ""'ve"", 'tried', 'to', 'defend', 'himself', 'and', 'shot', 'at', 'the', 'assassin', ',', 'but', 'missed', 'Probably', 'because', 'he', 'would', 'have', 'been', 'trying', 'to', 'run', 'away', 'at', 'the', 'same', 'time', ',', 'as', 'he', 'seems', 'to', 'have', 'collided', 'with', 'the', 'desk', '.', 'If']"
990,"['must', ""'ve"", 'turned', 'around', 'to', 'try', 'to', 'shoot', 'the', 'assassin', 'again', ',', 'Which', 'is', 'when', 'the', 'scumbag', 'finished', 'his', 'work', 'by', 'slitting', 'de', 'la', 'rocca', ""'s"", 'throat', 'And']"
991,"['was', ',', 'um', ',', 'thinking', 'about', 'de', 'la', 'rocca', ""'s"", 'murder', 'last', 'night', '!']"
992,"['delaney', 'and', 'the', 'driver', 'Robin', 'was', 'eliminated', ',', 'so', 'the', 'driver', 'is', 'the', 'only', 'one', 'who', 'could', 'have', 'told', 'the', 'tale', '.', 'Wait']"
993,"['delaney', 'and', 'the', 'driver', 'Robin', 'was', 'eliminated', ',', 'so', 'the', 'driver', 'is', 'the', 'only', 'one', 'who', 'could', 'have', 'told', 'the', 'tale', '.', 'All']"
994,"['at', 'the', 'carmine', 'camelia', ',', 'i', 'heard', 'sake', 'mention', 'another', 'man', ':', 'robin', 'delaney', 'was', 'in', 'the', 'car', 'with', 'them', 'too', 'I', 'still', 'do', ""n't"", 'know', 'why', '.', 'but']"
995,"['was', 'robin', 'delaney', 'doing', 'in', 'the', 'car', 'with', 'you', '?']"
996,['delaney']
997,"['found', 'nothing', 'on', 'the', 'delaney', 'in', 'the', 'city', 'records', '.', 'it']"
998,['delaney']
999,"['delaney', ""'s"", 'dead', 'and', 'i', 'could', ""n't"", 'find', 'anything', 'on', 'him', 'in', 'the', 'police', 'records', '.', 'i']"
1000,"['that', 'day', 'delaney', ""'s"", 'role', 'was', 'to', 'retrieve', 'someone', 'for', 'the', 'apostle', ':', 'i', 'never', 'knew', 'why', 'do', ""n't"", 'know', 'what', 'happened', 'after', 'either', ',', 'just', 'that', 'delaney', 'was', 'killed', 'The', 'apostle', 'wanted', 'the', 'kid', 'to', 'be', 'brought', 'to', 'him', ':', 'the', 'other', '.', 'was']"
1001,"['me', 'at', 'rosalind', ""'s"", 'cafe', 'in', 'an', 'hour', '!']"
1002,"['is', 'mrs.grayson', '?']"
1003,"['then', 'i', 'heard', 'sounds', 'coming', 'from', 'lady', 'grayson', ""'s"", 'room', '!']"
1004,"['to', 'see', 'you', ':', 'we', 'were', 'called', 'in', 'about', 'the', 'murder', 'of', 'lady', 'grayson', 'we', ""'re"", 'just', 'about', 'to', 'search', 'the', 'house', 'mn', 'A']"
1005,"['much', 'like', 'the', 'late', 'lady', 'grayson', 'across', 'the', 'street', ',', 'he', 'was', 'known', 'to', 'have', 'close', 'ties', 'with', 'the', 'royal', 'family', '.', 'it']"
1006,['grayson']
1007,"['lady', 'grayson', '!']"
1008,"['watched', 'her', 'grow', 'from', 'afar', 'marry', 'into', 'the', 'noble', 'grayson', 'family', 'becoming', 'a', 'lady', 'I', 'later', 'realized', 'she', 'had', 'started', 'working', 'as', 'a', 'double', 'agent', 'for', 'the', 'apd', 'too', '.', 'i']"
1009,"['wish', 'i', 'could', ""'ve"", 'been', 'there', 'to', 'prevent', 'her', '.', 'grayson']"
1010,"['is', 'mrs', '.', 'grayson', '?']"
1011,"['grayson', 'was', 'his', 'daughter', '?']"
1012,"[""'m"", 'also', 'looking', 'into', 'ryan', 'flemmings', '.', 'He']"
1013,"['i', 'hear', 'a', 'certain', 'ryan', 'flemmings', 'is', 'still', 'on', 'the', 'run', '.', 'where']"
1014,"['ryan', '20th', 'Flemmings', '.', 'have', ""n't"", 'seen', 'you', 'in', 'a', 'while', '.', 'Hope']"
1015,"['``', 'ryan', 'flemmings', '``', 'had', 'a', 'reservation', 'for', 'i1pm', ':', '.', 'l2b']"
